ABBVIE INC,00287Y109,13432,99200,SH,,DFND,1,2,3,4,99200,0,0
ADICET BIO INC,007002108,4810,275000,SH,,DFND,1,2,3,4,275000,0,0
ALLEGHANY CORP MD,017175100,10348,15500,SH,,DFND,1,2,3,4,15500,0,0
AMAZON COM INC,023135106,20963,6287,SH,,DFND,1,2,3,4,6287,0,0
ANI PHARMACEUTICALS INC,00182C103,2995,65000,SH,,DFND,1,2,3,4,65000,0,0
API GROUP CORP,00187Y100,26289,1020128,SH,,DFND,1,2,3,4,1020128,0,0
APOLLO GLOBAL MGMT INC,03768E105,11227,155000,SH,,DFND,1,2,3,4,155000,0,0
ARCH CAP GROUP LTD,G0450A105,17780,400000,SH,,DFND,1,2,3,4,400000,0,0
ARENA PHARMACEUTICALS INC,040047607,5163,55555,SH,,DFND,1,2,3,4,55555,0,0
ARGENX SE,04016X101,9766,27889,SH,,DFND,1,2,3,4,27889,0,0
AVERY DENNISON CORP,053611109,21191,97847,SH,,DFND,1,2,3,4,97847,0,0
BAKKT HOLDINGS INC,05759B107,255,30000,SH,Call,DFND,1,2,3,4,30000,0,0
BEYOND AIR INC,08862L103,2360,250000,SH,Call,DFND,1,2,3,4,250000,0,0
BEYOND AIR INC,08862L103,7365,780228,SH,,DFND,1,2,3,4,780228,0,0
BIOGEN INC,09062X103,22552,94000,SH,Call,DFND,1,2,3,4,94000,0,0
BIOHAVEN PHARMACTL HLDG CO L,G11196105,27562,200000,SH,Call,DFND,1,2,3,4,200000,0,0
BIOHAVEN PHARMACTL HLDG CO L,G11196105,41394,300373,SH,,DFND,1,2,3,4,300373,0,0
BLOOMIN BRANDS INC,094235108,12273,585000,SH,,DFND,1,2,3,4,585000,0,0
BRIDGEBIO PHARMA INC,10806X102,1668,100000,SH,Call,DFND,1,2,3,4,100000,0,0
CARA THERAPEUTICS INC,140755109,10755,883000,SH,,DFND,1,2,3,4,883000,0,0
CURIS INC,231269200,6208,1304220,SH,,DFND,1,2,3,4,1304220,0,0
DANAHER CORPORATION,235851102,14973,45509,SH,,DFND,1,2,3,4,45509,0,0
DECIPHERA PHARMACEUTICALS IN,24344T101,1466,150000,SH,Call,DFND,1,2,3,4,150000,0,0
DISNEY WALT CO,254687106,5808,37500,SH,,DFND,1,2,3,4,37500,0,0
DUCKHORN PORTFOLIO INC,26414D106,7354,315083,SH,,DFND,1,2,3,4,315083,0,0
ENANTA PHARMACEUTICALS INC,29251M106,11217,150000,SH,Put,DFND,1,2,3,4,150000,0,0
ENVVENO MEDICAL CORPORATION,29415J106,1444,219180,SH,,DFND,1,2,3,4,219180,0,0
EQUITABLE HLDGS INC,29452E101,4919,150000,SH,,DFND,1,2,3,4,150000,0,0
EUCRATES BIOMEDICAL ACQU COR,G3141W122,36,66665,SH,,DFND,1,2,3,4,66665,0,0
EUCRATES BIOMEDICAL ACQU COR,G3141W106,1952,200000,SH,,DFND,1,2,3,4,200000,0,0
FLUENCE ENERGY INC,34379V103,10318,290145,SH,,DFND,1,2,3,4,290145,0,0
FOGHORN THERAPEUTICS INC,344174107,1243,54341,SH,,DFND,1,2,3,4,54341,0,0
GENOCEA BIOSCIENCES INC,372427401,2288,1972056,SH,,DFND,1,2,3,4,1972056,0,0
GOLDMAN SACHS GROUP INC,38141G104,6886,18000,SH,,DFND,1,2,3,4,18000,0,0
GREAT ELM GROUP INC,39037G109,2631,1259049,SH,,DFND,1,2,3,4,1259049,0,0
GTY TECHNOLOGY HOLDINGS INC,362409104,7769,1159600,SH,,DFND,1,2,3,4,1159600,0,0
HAEMONETICS CORP MASS,405024100,7160,135000,SH,,DFND,1,2,3,4,135000,0,0
HAEMONETICS CORP MASS,405024100,10608,200000,SH,Call,DFND,1,2,3,4,200000,0,0
HUMANA INC,444859102,26453,57029,SH,,DFND,1,2,3,4,57029,0,0
IMAGO BIOSCIENCES INC,45250K107,4122,173830,SH,,DFND,1,2,3,4,173830,0,0
INFLARX NV,N44821101,1547,325000,SH,,DFND,1,2,3,4,325000,0,0
INVESCO QQQ TR,46090E103,74875,188200,SH,Put,DFND,1,2,3,4,188200,0,0
ISHARES TR,464287655,19353,87000,SH,Put,DFND,1,2,3,4,87000,0,0
JASPER THERAPEUTICS INC,471871103,4239,540000,SH,,DFND,1,2,3,4,540000,0,0
JOHNSON CTLS INTL PLC,G51502105,10782,132600,SH,,DFND,1,2,3,4,132600,0,0
MEDICUS SCIENCES ACQUISITION,G5960S124,22,33332,SH,,DFND,1,2,3,4,33332,0,0
MEDICUS SCIENCES ACQUISITION,G5960S108,2916,300000,SH,,DFND,1,2,3,4,300000,0,0
META PLATFORMS INC,30303M102,51665,153605,SH,,DFND,1,2,3,4,153605,0,0
MICROSOFT CORP,594918104,8408,25000,SH,,DFND,1,2,3,4,25000,0,0
MIRION TECHNOLOGIES INC,60471A101,12967,1238500,SH,,DFND,1,2,3,4,1238500,0,0
MODERNA INC,60770K107,12699,50000,SH,Put,DFND,1,2,3,4,50000,0,0
MOLECULAR TEMPLATES INC,608550109,4004,1021317,SH,,DFND,1,2,3,4,1021317,0,0
NEXIMMUNE INC,65344D109,544,117962,SH,,DFND,1,2,3,4,117962,0,0
